TITLE	URL	SIZE	LANGUAGE	LAST_CRAWL_TIME
Rojo replaces bloglines (for me at least)	http://blog.seagul.co.uk/articles/2005/11/26/rojo-replaces-bloglines-for-me-at-least	9811	english	2007/11/10 07:33:42
Windows Adobe Acrobat Reader alternative	http://blog.seagul.co.uk/articles/2005/11/13/windows-adobe-acrobat-reader-alternative	9292	english	2007/11/27 10:03:12
Rails plugin to utilise Sqlite for testing	http://blog.seagul.co.uk/articles/2006/06/02/rails-plugin-to-utilise-sqlite-for-testing	9479	english	2007/12/28 23:42:24
It should be easy to cancel online accounts	http://blog.seagul.co.uk/articles/2005/11/26/it-should-be-easy-to-cancel-online-accounts	9973	english	2007/11/26 16:41:56
'We will never ask for your security details...'	http://blog.seagul.co.uk/articles/2005/11/13/we-will-never-ask-for-your-security-details	10092	english	2007/11/17 21:46:49
Print to Pdf in Windows without Acrobat Writer	http://blog.seagul.co.uk/articles/2005/12/23/print-to-pdf-in-windows-without-acrobat-writer	12225	english	2007/12/26 09:14:17
Google AdWords Api Internal Error using the Sandbox	http://blog.seagul.co.uk/articles/2006/11/01/google-adwords-api-internal-error-using-the-sandbox	9365	english	2008/01/02 18:14:21
(One of the reasons) Why I really really don't like uk2	http://blog.seagul.co.uk/articles/2006/01/17/one-of-the-reasons-why-i-really-really-dont-like-uk2	9983	english	2007/10/22 14:32:07
Operating systems should be managed by version control	http://blog.seagul.co.uk/articles/2005/11/27/operating-systems-should-be-managed-by-version-control	11195	english	2007/12/28 00:43:35
Zen ADSL/Dial-up account can't be used at the same time	http://blog.seagul.co.uk/articles/2005/09/18/zen-adsl-dial-up-account-cant-be-used-at-the-same-time	9999	english	2007/12/09 14:33:59
Crappy ruby script to download photos from a flickr photoset	http://blog.seagul.co.uk/articles/2006/12/10/crapy-ruby-script-to-download-photos-from-a-flickr-photoset	16495	english	2007/12/08 08:06:50
Using in memory Active Record objects with associations for testing	http://blog.seagul.co.uk/articles/2006/07/12/using-in-memory-active-record-objects-with-associations-for-testing	14816	english	2007/12/06 19:11:54
More helpful messages for Active Record validation errors in Rails testing	http://blog.seagul.co.uk/articles/2006/06/21/more-helpful-messages-for-active-record-validation-errors-in-rails-testing	13072	english	2007/12/26 08:51:09
Helpful error messages when active record objects fail validation (in tests)	http://blog.seagul.co.uk/articles/2006/08/02/helpful-error-messages-when-active-record-objects-fail-validation-in-tests	11747	english	2007/10/14 15:14:19
Testing against the (Garbage Collection) Clock, or, Don't create your Test Cases as anonymous classes	http://blog.seagul.co.uk/articles/2006/09/22/testing-against-the-garbage-collection-clock-or-dont-create-your-test-cases-as-anonymous-classes	11453	english	2007/12/29 15:20:10
deferred until inspiration hits	http://blog.seagul.co.uk/articles/2005/11/26/page/2	9152	english	2007/10/06 02:34:36
deferred until inspiration hits	http://blog.seagul.co.uk/articles/2005/12	11289	english	2007/11/04 16:46:47
deferred until inspiration hits	http://blog.seagul.co.uk/articles/page/18	19111	english	2007/12/25 12:43:50
deferred until inspiration hits	http://blog.seagul.co.uk/articles/page/12	18079	english	2007/12/08 14:31:51
deferred until inspiration hits	http://blog.seagul.co.uk/articles/page/19	14126	english	2008/01/02 17:07:20
deferred until inspiration hits - tag shit	http://blog.seagul.co.uk/articles/tag/shit	6225	english	2007/12/16 09:49:10
deferred until inspiration hits	http://blog.seagul.co.uk/articles/2005/11/	9165	english	2007/12/27 10:49:03
deferred until inspiration hits - tag lists	http://blog.seagul.co.uk/articles/tag/lists	6648	english	2007/12/11 05:58:17
deferred until inspiration hits - tag egg.com	http://blog.seagul.co.uk/articles/tag/egg.com	6565	english	2008/01/03 15:28:58
deferred until inspiration hits - tag annoyances	http://blog.seagul.co.uk/articles/tag/annoyances	9142	english	2007/12/28 19:24:59
deferred until inspiration hits - tag assertions	http://blog.seagul.co.uk/articles/tag/assertions	11530	english	2008/01/03 16:12:10
deferred until inspiration hits	http://blog.seagul.co.uk/articles/2007/04/03/	10280	english	2007/11/28 03:05:16
deferred until inspiration hits	http://blog.seagul.co.uk/articles/2006/11/28/	8771	english	2007/12/31 11:09:41
deferred until inspiration hits	http://blog.seagul.co.uk/articles/2007/page/5	38172	english	2007/11/14 12:33:44
deferred until inspiration hits	http://blog.seagul.co.uk/articles/2005/page/5	10696	english	2007/12/29 02:35:34
deferred until inspiration hits	http://blog.seagul.co.uk/articles/2007/page/4	18170	english	2007/11/16 23:22:30
deferred until inspiration hits	http://blog.seagul.co.uk/articles/2007/11/15/	9471	english	2008/01/01 03:42:35
